"","Date","Max.TemperatureF","Mean.TemperatureF","Min.TemperatureF","Max.Dew.PointF","MeanDew.PointF","Min.DewpointF","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressureIn","Mean.Sea.Level.PressureIn","Min.Sea.Level.PressureIn","Max.VisibilityMiles","Mean.VisibilityMiles","Min.VisibilityMiles","Max.Wind.SpeedMPH","Mean.Wind.SpeedMPH","Max.Gust.SpeedMPH","PrecipitationIn","CloudCover","Events","WindDirDegrees.br...","city","season"
"3326",2005-12-01,"51","48","46","41","31","27","67","50","38","30.12","30.06","29.98","6","6","6","20","13","","0.00","2","","49<br />","Tokyo (JPN)","Autumn"
"3327",2005-12-02,"57","49","41","41","36","28","76","59","47","30.01","29.91","29.83","6","6","4","15","6","","0.00","3","Rain","345<br />","Tokyo (JPN)","Autumn"
"3328",2005-12-03,"50","47","44","36","31","27","62","53","43","29.92","29.82","29.74","6","6","6","21","12","17","0.00","3","Rain","14<br />","Tokyo (JPN)","Autumn"
"3329",2005-12-04,"48","45","41","43","36","27","100","71","46","29.83","29.68","29.42","6","5","2","16","8","","0.00","6","Rain","27<br />","Tokyo (JPN)","Autumn"
"3330",2005-12-05,"53","46","39","41","26","14","93","50","22","29.56","29.43","29.36","6","6","2","21","10","31","0.00","2","Rain","290<br />","Tokyo (JPN)","Autumn"
"3331",2005-12-06,"50","44","39","39","36","34","81","70","58","29.95","29.76","29.56","6","6","6","20","12","","0.00","3","Rain","360<br />","Tokyo (JPN)","Autumn"
"3332",2005-12-07,"50","46","41","36","33","27","71","58","40","30.09","30.02","29.95","6","6","6","16","10","","0.00","4","","28<br />","Tokyo (JPN)","Autumn"
"3333",2005-12-08,"51","46","41","41","34","28","81","60","50","30.09","30.04","29.98","6","6","6","10","7","","0.00","1","Rain","23<br />","Tokyo (JPN)","Autumn"
"3334",2005-12-09,"55","47","39","39","32","21","87","59","30","30.04","29.97","29.92","6","6","5","13","7","","0.00","1","","241<br />","Tokyo (JPN)","Autumn"
"3335",2005-12-10,"59","50","41","37","31","28","65","50","36","30.01","29.92","29.83","6","6","6","16","9","25","0.00","1","","266<br />","Tokyo (JPN)","Autumn"
"3336",2005-12-11,"48","44","41","34","28","21","66","52","39","29.95","29.88","29.80","6","6","6","16","9","28","0.00","5","Rain","5<br />","Tokyo (JPN)","Autumn"
"3337",2005-12-12,"48","42","37","32","26","21","70","53","42","29.92","29.71","29.56","6","6","6","13","8","21","0.00","2","","24<br />","Tokyo (JPN)","Autumn"
"3338",2005-12-13,"46","40","35","30","22","9","70","47","22","29.77","29.68","29.56","6","6","6","23","12","","0.00","3","","333<br />","Tokyo (JPN)","Autumn"
"3339",2005-12-14,"48","40","33","30","25","19","61","53","39","29.95","29.83","29.77","6","6","6","22","8","32","0.00","1","","333<br />","Tokyo (JPN)","Autumn"
"3340",2005-12-15,"46","42","39","32","27","23","70","55","46","30.06","29.99","29.95","6","6","6","16","11","","0.00","2","","39<br />","Tokyo (JPN)","Autumn"
"3341",2005-12-16,"50","41","32","28","25","19","75","51","30","29.95","29.93","29.89","6","6","6","14","8","","0.00","1","","221<br />","Tokyo (JPN)","Autumn"
"3342",2005-12-17,"53","43","33","27","20","7","70","41","22","29.92","29.76","29.62","6","6","6","24","11","36","0.00","1","","246<br />","Tokyo (JPN)","Autumn"
"3343",2005-12-18,"42","38","35","19","8","-2","52","30","16","29.89","29.80","29.62","6","6","6","28","16","40","0.00","1","","285<br />","Tokyo (JPN)","Autumn"
"3344",2005-12-19,"48","40","32","19","14","9","56","36","23","30.06","29.88","29.80","6","6","6","28","10","44","0.00","1","","308<br />","Tokyo (JPN)","Autumn"
"3345",2005-12-20,"50","42","33","30","22","12","61","44","30","30.18","30.09","30.04","6","6","6","13","7","","0.00","1","","180<br />","Tokyo (JPN)","Autumn"
"3346",2005-12-21,"53","46","39","32","27","23","57","50","30","30.04","29.74","29.33","6","6","6","29","10","34","0.00","2","","278<br />","Tokyo (JPN)","Winter"
"3347",2005-12-22,"48","42","35","36","18","7","76","41","19","29.59","29.29","29.12","6","6","6","37","15","50","0.00","3","","290<br />","Tokyo (JPN)","Winter"
"3348",2005-12-23,"50","41","32","27","17","9","56","39","25","29.68","29.64","29.59","6","6","6","17","8","","0.00","1","","249<br />","Tokyo (JPN)","Winter"
"3349",2005-12-24,"48","40","33","28","18","5","75","44","18","30.01","29.81","29.65","6","6","6","26","10","38","0.00","2","","326<br />","Tokyo (JPN)","Winter"
"3350",2005-12-25,"50","42","33","30","23","12","60","48","27","30.01","29.87","29.62","6","6","6","22","8","","0.00","3","","234<br />","Tokyo (JPN)","Winter"
"3351",2005-12-26,"48","42","37","27","18","9","53","38","22","29.89","29.74","29.56","6","6","6","30","19","39","0.00","2","","331<br />","Tokyo (JPN)","Winter"
"3352",2005-12-27,"48","40","32","19","11","3","48","32","17","30.04","29.95","29.89","6","6","6","18","12","","0.00","1","","311<br />","Tokyo (JPN)","Winter"
"3353",2005-12-28,"46","40","35","21","14","9","45","34","23","30.21","30.13","30.01","6","6","6","23","17","33","0.00","2","","333<br />","Tokyo (JPN)","Winter"
"3354",2005-12-29,"48","44","39","23","17","12","49","37","29","30.30","30.24","30.18","6","6","6","22","17","","0.00","2","","345<br />","Tokyo (JPN)","Winter"
"3355",2005-12-30,"48","42","37","37","27","19","76","55","42","30.27","30.13","29.98","6","6","6","15","9","","0.00","3","Rain","58<br />","Tokyo (JPN)","Winter"
"3356",2005-12-31,"44","40","37","28","20","10","65","43","29","30.36","30.19","29.98","6","6","6","36","18","46","0.00","1","","356<br />","Tokyo (JPN)","Winter"
"3358",2006-01-01,"42","38","35","30","23","18","65","52","42","30.33","30.22","30.09","6","6","6","15","8","","0.00","6","Rain","354<br />","Tokyo (JPN)","Winter"
"3359",2006-01-02,"44","42","39","39","32","27","93","73","57","30.06","29.82","29.71","6","5","3","14","7","","0.00","5","Rain","319<br />","Tokyo (JPN)","Winter"
"3360",2006-01-03,"48","42","35","34","27","21","87","62","40","29.77","29.67","29.59","6","6","6","26","8","39","0.00","2","","317<br />","Tokyo (JPN)","Winter"
"3361",2006-01-04,"42","38","35","27","22","18","65","48","36","29.92","29.86","29.77","6","6","6","18","9","","0.00","2","","3<br />","Tokyo (JPN)","Winter"
"3362",2006-01-05,"42","38","33","23","18","10","56","44","27","30.01","29.92","29.86","6","6","6","25","14","38","0.00","4","","350<br />","Tokyo (JPN)","Winter"
"3363",2006-01-06,"39","36","33","23","16","12","56","44","33","30.06","29.97","29.86","6","6","6","18","12","","0.00","6","","17<br />","Tokyo (JPN)","Winter"
"3364",2006-01-07,"44","37","30","25","19","12","70","49","33","29.98","29.88","29.80","6","6","6","23","12","","0.00","2","","350<br />","Tokyo (JPN)","Winter"
"3365",2006-01-08,"46","40","33","23","13","5","56","34","20","30.15","30.05","29.98","6","6","6","23","15","","0.00","1","","340<br />","Tokyo (JPN)","Winter"
"3366",2006-01-09,"42","38","33","34","24","14","81","57","38","30.27","30.20","30.15","6","6","6","17","11","","0.00","5","Rain","32<br />","Tokyo (JPN)","Winter"
"3367",2006-01-10,"42","38","35","37","33","25","87","75","56","30.15","30.07","30.01","6","6","4","14","10","","0.00","3","Rain-Snow","33<br />","Tokyo (JPN)","Winter"
"3368",2006-01-11,"50","42","33","34","25","19","87","53","30","30.30","30.16","30.04","6","6","5","17","8","","0.00","1","","335<br />","Tokyo (JPN)","Winter"
"3369",2006-01-12,"48","42","37","34","25","19","65","51","37","30.42","30.35","30.27","6","6","6","17","11","","0.00","2","","33<br />","Tokyo (JPN)","Winter"
"3370",2006-01-13,"42","40","37","36","28","21","81","62","45","30.45","30.34","30.15","6","6","4","13","9","","0.00","6","Rain","354<br />","Tokyo (JPN)","Winter"
"3371",2006-01-14,"51","46","41","50","42","36","100","90","76","30.15","29.74","29.39","6","3","1","39","10","48","0.00","6","Rain-Thunderstorm","2<br />","Tokyo (JPN)","Winter"
"3372",2006-01-15,"55","52","48","46","38","28","82","62","36","30.09","29.90","29.56","6","6","6","23","16","33","0.00","3","Rain","29<br />","Tokyo (JPN)","Winter"
"3373",2006-01-16,"50","48","46","43","41","37","82","76","66","30.15","30.06","29.95","6","6","5","13","8","","0.00","6","Rain","28<br />","Tokyo (JPN)","Winter"
"3374",2006-01-17,"50","46","41","43","29","18","87","54","34","30.15","30.02","29.89","6","6","3","26","13","34","0.00","5","Rain","355<br />","Tokyo (JPN)","Winter"
"3375",2006-01-18,"46","42","39","25","21","16","56","43","32","30.15","30.11","30.06","6","6","6","22","17","32","0.00","6","","340<br />","Tokyo (JPN)","Winter"
"3376",2006-01-19,"44","40","37","23","17","12","52","39","27","30.15","30.08","30.01","6","6","6","31","21","44","0.00","1","","347<br />","Tokyo (JPN)","Winter"
"3377",2006-01-20,"42","38","35","30","20","12","65","46","36","30.21","30.15","30.09","6","6","6","25","17","","0.00","4","Rain","28<br />","Tokyo (JPN)","Winter"
"3378",2006-01-21,"41","37","33","34","33","28","100","95","65","30.06","29.90","29.77","6","2","0","18","13","","0.00","6","Rain-Snow","353<br />","Tokyo (JPN)","Winter"
"3379",2006-01-22,"41","37","33","32","21","14","81","52","38","29.80","29.70","29.59","6","6","6","25","15","34","0.00","3","","337<br />","Tokyo (JPN)","Winter"
"3380",2006-01-23,"41","36","30","23","12","5","60","38","24","30.04","29.89","29.68","6","6","6","29","17","40","0.00","1","","316<br />","Tokyo (JPN)","Winter"
"3381",2006-01-24,"48","39","30","23","15","9","55","38","22","30.18","30.08","30.01","6","6","6","26","10","34","0.00","1","","310<br />","Tokyo (JPN)","Winter"
"3382",2006-01-25,"48","42","35","27","15","9","53","34","23","30.18","30.12","30.04","6","6","6","21","14","","0.00","1","","334<br />","Tokyo (JPN)","Winter"
"3383",2006-01-26,"50","42","33","23","18","9","60","39","19","30.06","29.99","29.89","6","6","6","21","11","28","0.00","1","","313<br />","Tokyo (JPN)","Winter"
"3384",2006-01-27,"50","44","39","30","22","14","57","42","29","29.95","29.85","29.74","6","6","6","20","15","","0.00","2","Rain","341<br />","Tokyo (JPN)","Winter"
"3385",2006-01-28,"48","42","37","27","19","14","57","40","25","30.18","30.00","29.86","6","6","6","28","14","37","0.00","1","","340<br />","Tokyo (JPN)","Winter"
"3386",2006-01-29,"48","42","35","41","27","18","87","55","42","30.39","30.32","30.18","6","6","6","13","9","","0.00","3","","51<br />","Tokyo (JPN)","Winter"
"3387",2006-01-30,"51","43","35","45","35","25","87","67","54","30.27","30.20","30.12","6","5","4","14","7","","0.00","1","","24<br />","Tokyo (JPN)","Winter"
"3388",2006-01-31,"48","44","41","43","41","39","100","86","76","30.27","30.24","30.18","5","4","2","17","10","","0.00","5","Rain","16<br />","Tokyo (JPN)","Winter"
"3389",2006-02-01,"46","44","41","43","41","34","100","92","62","30.24","29.90","29.59","6","3","2","26","14","34","0.00","6","Rain","342<br />","Tokyo (JPN)","Winter"
"3390",2006-02-02,"48","45","42","39","30","23","81","55","40","30.12","30.04","29.80","6","6","6","24","15","","0.00","4","","17<br />","Tokyo (JPN)","Winter"
"3391",2006-02-03,"50","42","33","43","30","10","81","64","36","30.04","29.92","29.77","6","6","5","33","11","45","0.00","2","","14<br />","Tokyo (JPN)","Winter"
"3392",2006-02-04,"41","36","30","16","9","3","44","35","23","30.21","30.14","30.04","6","6","6","29","21","43","0.00","2","","337<br />","Tokyo (JPN)","Winter"
"3393",2006-02-05,"44","37","30","21","12","3","69","39","21","30.33","30.23","30.12","6","6","6","18","9","","0.00","1","","329<br />","Tokyo (JPN)","Winter"
"3394",2006-02-06,"39","36","33","34","23","12","87","60","41","30.39","30.31","30.18","6","6","4","15","11","","0.00","6","Rain-Snow","11<br />","Tokyo (JPN)","Winter"
"3395",2006-02-07,"48","40","33","45","37","32","100","91","81","30.15","29.75","29.53","6","4","3","22","12","","0.00","5","Rain-Snow","334<br />","Tokyo (JPN)","Winter"
"3396",2006-02-08,"53","45","37","37","28","21","76","51","28","29.92","29.78","29.65","6","6","6","26","13","34","0.00","3","Rain","262<br />","Tokyo (JPN)","Winter"
"3397",2006-02-09,"46","40","35","25","15","5","56","36","20","30.18","30.11","29.92","6","6","6","29","18","40","0.00","1","","337<br />","Tokyo (JPN)","Winter"
"3398",2006-02-10,"53","42","32","27","19","12","60","41","19","30.15","29.95","29.80","6","6","6","21","9","31","0.00","1","","286<br />","Tokyo (JPN)","Winter"
"3399",2006-02-11,"53","44","35","41","30","18","81","59","36","29.92","29.82","29.74","6","6","6","17","7","","0.00","1","","165<br />","Tokyo (JPN)","Winter"
"3400",2006-02-12,"44","40","37","37","19","5","81","45","26","30.12","29.94","29.77","6","6","6","28","15","40","0.00","2","","348<br />","Tokyo (JPN)","Winter"
"3401",2006-02-13,"50","40","30","39","22","7","81","47","28","30.15","30.05","29.95","6","6","6","16","8","","0.00","2","","204<br />","Tokyo (JPN)","Winter"
"3402",2006-02-14,"64","50","35","48","38","27","81","59","40","30.04","29.91","29.80","6","5","3","24","9","33","0.00","1","","215<br />","Tokyo (JPN)","Winter"
"3403",2006-02-15,"64","57","50","52","47","39","94","71","51","29.98","29.89","29.80","6","4","3","24","14","","0.00","3","Rain","81<br />","Tokyo (JPN)","Winter"
"3404",2006-02-16,"53","48","42","48","43","41","100","93","82","29.98","29.92","29.86","6","3","1","18","13","","0.00","6","Rain","33<br />","Tokyo (JPN)","Winter"
"3405",2006-02-17,"48","44","39","43","30","14","93","61","36","30.15","29.96","29.86","6","6","3","26","13","39","0.00","6","Rain","1<br />","Tokyo (JPN)","Winter"
"3406",2006-02-18,"42","38","35","36","22","12","81","52","36","30.30","30.24","30.12","6","6","6","25","15","32","0.00","6","Rain","53<br />","Tokyo (JPN)","Winter"
"3407",2006-02-19,"46","44","41","41","35","32","81","72","57","30.33","30.27","30.21","6","6","6","12","8","","0.00","5","","47<br />","Tokyo (JPN)","Winter"
"3408",2006-02-20,"46","42","39","43","40","37","93","88","76","30.33","30.24","30.18","6","4","1","21","10","","0.00","5","Rain","5<br />","Tokyo (JPN)","Winter"
"3409",2006-02-21,"50","46","41","45","40","37","93","81","71","30.24","30.21","30.18","6","6","4","18","14","","0.00","6","","14<br />","Tokyo (JPN)","Winter"
"3410",2006-02-22,"59","52","46","46","42","39","87","73","51","30.21","30.10","30.01","6","6","4","17","7","","0.00","3","","71<br />","Tokyo (JPN)","Winter"
"3411",2006-02-23,"57","52","48","46","43","39","87","74","59","30.27","30.09","29.98","6","4","3","22","9","","0.00","4","","46<br />","Tokyo (JPN)","Winter"
"3412",2006-02-24,"48","44","41","39","37","36","93","78","66","30.48","30.37","30.27","6","6","4","18","15","","0.00","6","Rain","29<br />","Tokyo (JPN)","Winter"
"3413",2006-02-25,"51","46","41","41","38","36","87","73","62","30.54","30.48","30.45","6","6","4","15","12","","0.00","3","","30<br />","Tokyo (JPN)","Winter"
"3414",2006-02-26,"50","46","42","48","44","39","100","92","76","30.45","30.07","29.80","6","4","2","22","12","","0.00","6","Rain","345<br />","Tokyo (JPN)","Winter"
"3415",2006-02-27,"51","46","42","46","31","21","93","54","37","30.36","30.12","29.86","6","6","6","31","13","38","0.00","3","","6<br />","Tokyo (JPN)","Winter"
"3416",2006-02-28,"42","40","39","37","30","21","93","66","45","30.45","30.35","30.24","6","6","4","17","13","","0.00","6","Rain","22<br />","Tokyo (JPN)","Winter"
"3417",2006-03-01,"46","42","37","45","41","36","100","94","87","30.24","29.79","29.44","6","3","1","18","14","","0.00","6","Rain","350<br />","Tokyo (JPN)","Winter"
"3418",2006-03-02,"50","47","44","45","36","27","100","67","40","29.77","29.62","29.44","6","6","4","20","12","","0.00","6","Rain","22<br />","Tokyo (JPN)","Winter"
"3419",2006-03-03,"46","42","39","39","36","32","93","78","62","30.09","29.91","29.77","6","6","3","22","8","","0.00","6","Rain-Thunderstorm","80<br />","Tokyo (JPN)","Winter"
"3420",2006-03-04,"48","44","39","37","27","18","81","54","30","30.24","30.19","30.09","6","6","6","16","10","","0.00","1","","84<br />","Tokyo (JPN)","Winter"
"3421",2006-03-05,"57","47","37","37","31","23","87","56","29","30.33","30.23","30.15","6","6","6","20","9","24","0.00","1","","240<br />","Tokyo (JPN)","Winter"
"3422",2006-03-06,"64","54","44","46","41","32","76","62","45","30.15","30.02","29.89","6","6","4","32","12","46","0.00","5","","233<br />","Tokyo (JPN)","Winter"
"3423",2006-03-07,"53","50","48","43","39","36","76","68","58","30.15","30.07","29.98","6","6","6","24","14","30","0.00","6","","47<br />","Tokyo (JPN)","Winter"
"3424",2006-03-08,"62","53","44","48","42","34","87","71","39","30.15","30.02","29.95","6","6","4","22","5","","0.00","1","","82<br />","Tokyo (JPN)","Winter"
"3425",2006-03-09,"50","48","46","37","33","25","71","57","43","30.39","30.29","30.15","6","6","6","20","13","","0.00","6","","51<br />","Tokyo (JPN)","Winter"
"3426",2006-03-10,"48","46","44","43","40","36","87","79","66","30.27","30.13","30.01","6","5","3","17","14","","0.00","6","Rain","347<br />","Tokyo (JPN)","Winter"
"3427",2006-03-11,"59","52","44","48","43","39","81","71","55","30.01","29.91","29.77","6","6","5","20","10","","0.00","2","","233<br />","Tokyo (JPN)","Winter"
"3428",2006-03-12,"66","55","42","46","44","39","87","58","42","29.74","29.56","29.44","6","6","6","33","18","46","0.00","5","","226<br />","Tokyo (JPN)","Winter"
"3429",2006-03-13,"44","42","37","37","26","12","87","57","31","29.83","29.69","29.53","6","6","6","22","15","29","0.00","6","Rain","22<br />","Tokyo (JPN)","Winter"
"3430",2006-03-14,"51","43","35","28","18","12","53","38","24","29.92","29.79","29.65","6","6","6","25","13","26","0.00","3","Rain","334<br />","Tokyo (JPN)","Winter"
"3431",2006-03-15,"55","45","35","41","26","14","71","46","31","30.06","29.98","29.92","6","6","6","13","9","","0.00","1","","240<br />","Tokyo (JPN)","Winter"
"3432",2006-03-16,"62","52","41","57","46","32","100","76","59","29.95","29.69","29.27","6","5","2","41","13","52","0.00","6","Rain","198<br />","Tokyo (JPN)","Winter"
"3433",2006-03-17,"64","58","51","52","36","30","82","48","32","29.89","29.51","29.12","6","6","5","43","26","62","0.00","3","Rain","302<br />","Tokyo (JPN)","Winter"
"3434",2006-03-18,"60","52","44","52","39","27","88","58","31","29.95","29.81","29.59","6","6","3","22","12","36","0.00","5","Rain","178<br />","Tokyo (JPN)","Winter"
"3435",2006-03-19,"60","50","39","46","34","16","87","56","34","29.71","29.46","29.33","6","5","2","36","17","54","0.00","5","Rain","340<br />","Tokyo (JPN)","Winter"
"3436",2006-03-20,"55","46","37","36","18","10","54","33","17","29.89","29.81","29.71","6","6","6","31","17","37","0.00","1","","322<br />","Tokyo (JPN)","Spring"
"3437",2006-03-21,"60","51","42","43","27","18","63","39","27","29.98","29.90","29.80","6","6","6","22","10","","0.00","1","","284<br />","Tokyo (JPN)","Spring"
"3438",2006-03-22,"55","50","44","48","34","23","94","57","40","30.09","29.99","29.83","6","5","2","20","12","","0.00","6","Rain","32<br />","Tokyo (JPN)","Spring"
"3439",2006-03-23,"53","50","46","50","46","43","94","87","72","29.83","29.61","29.50","6","5","3","20","12","","0.00","5","Rain","32<br />","Tokyo (JPN)","Spring"
"3440",2006-03-24,"57","52","48","50","31","19","94","49","25","29.98","29.82","29.62","6","6","4","29","15","43","0.00","5","","14<br />","Tokyo (JPN)","Spring"
"3441",2006-03-25,"55","50","44","45","36","28","87","61","47","30.15","30.09","29.98","6","6","6","16","12","","0.00","2","","70<br />","Tokyo (JPN)","Spring"
"3442",2006-03-26,"60","54","48","52","44","37","94","66","42","30.15","29.97","29.83","6","6","5","23","12","34","0.00","4","Rain","195<br />","Tokyo (JPN)","Spring"
"3443",2006-03-27,"57","54","50","48","44","39","82","72","59","29.95","29.88","29.83","6","6","4","18","9","","0.00","3","","69<br />","Tokyo (JPN)","Spring"
"3444",2006-03-28,"62","56","50","52","45","39","88","72","48","29.86","29.57","29.24","6","6","3","21","10","30","0.00","5","Rain","112<br />","Tokyo (JPN)","Spring"
"3445",2006-03-29,"57","50","42","50","21","5","94","35","14","29.65","29.44","29.24","6","6","6","36","18","47","0.00","3","Rain-Thunderstorm","306<br />","Tokyo (JPN)","Spring"
"3446",2006-03-30,"57","48","39","30","22","9","52","38","26","29.68","29.56","29.39","6","6","6","31","13","48","0.00","3","Rain","288<br />","Tokyo (JPN)","Spring"
"3447",2006-03-31,"53","46","39","28","18","10","43","33","25","29.92","29.77","29.62","6","6","6","22","16","36","0.00","1","","319<br />","Tokyo (JPN)","Spring"
"3448",2006-04-01,"59","50","41","46","31","18","82","49","30","30.01","29.93","29.89","","","","18","13","29","0.00","","","187<br />","Tokyo (JPN)","Spring"
"3449",2006-04-02,"60","56","51","59","51","45","100","82","59","29.89","29.50","29.21","6","5","2","28","14","39","0.00","6","Rain-Thunderstorm","203<br />","Tokyo (JPN)","Spring"
"3450",2006-04-03,"64","57","50","50","35","25","94","49","26","29.83","29.48","29.24","6","6","3","37","14","52","0.00","1","","324<br />","Tokyo (JPN)","Spring"
"3451",2006-04-04,"66","56","46","48","38","27","67","50","34","29.95","29.84","29.77","6","6","6","28","18","40","0.00","4","Rain","211<br />","Tokyo (JPN)","Spring"
"3452",2006-04-05,"59","54","48","52","48","43","100","85","63","29.80","29.60","29.44","6","5","2","24","13","","0.00","5","Rain","43<br />","Tokyo (JPN)","Spring"
"3453",2006-04-06,"59","52","46","43","29","21","87","44","25","29.98","29.88","29.71","6","6","6","34","14","41","0.00","2","","355<br />","Tokyo (JPN)","Spring"
"3454",2006-04-07,"51","50","48","45","39","28","82","67","41","29.95","29.91","29.86","6","6","6","17","11","","0.00","6","","36<br />","Tokyo (JPN)","Spring"
"3455",2006-04-08,"64","56","48","48","39","16","87","63","19","29.89","29.70","29.56","6","5","1","28","10","39","0.00","3","Rain-Thunderstorm","9<br />","Tokyo (JPN)","Spring"
"3456",2006-04-09,"62","56","50","46","34","21","76","48","27","30.24","30.01","29.77","6","6","6","31","15","46","0.00","2","","17<br />","Tokyo (JPN)","Spring"
"3457",2006-04-10,"51","50","48","46","43","39","87","74","62","30.30","30.25","30.21","6","6","4","14","10","","0.00","6","Rain","28<br />","Tokyo (JPN)","Spring"
"3458",2006-04-11,"57","54","50","55","51","45","100","93","82","30.21","30.09","29.92","4","2","1","13","5","","0.00","6","Fog-Rain","36<br />","Tokyo (JPN)","Spring"
"3459",2006-04-12,"60","58","55","59","56","54","100","95","88","29.92","29.76","29.68","4","3","1","20","8","","0.00","6","Rain","22<br />","Tokyo (JPN)","Spring"
"3460",2006-04-13,"64","58","53","59","57","54","100","95","77","29.80","29.75","29.71","6","2","0","14","4","","0.00","4","Fog-Rain","91<br />","Tokyo (JPN)","Spring"
"3461",2006-04-14,"57","54","50","55","49","43","100","83","71","30.18","29.99","29.80","6","6","2","24","16","","0.00","5","Rain","54<br />","Tokyo (JPN)","Spring"
"3462",2006-04-15,"53","50","48","43","39","36","76","65","54","30.24","30.14","30.01","6","6","6","25","20","36","0.00","3","","29<br />","Tokyo (JPN)","Spring"
"3463",2006-04-16,"51","48","44","50","43","34","100","83","58","29.98","29.76","29.62","6","6","2","18","12","","0.00","6","Rain","58<br />","Tokyo (JPN)","Spring"
"3464",2006-04-17,"60","54","48","48","38","28","94","54","33","30.06","29.93","29.74","6","6","4","23","12","33","0.00","3","","2<br />","Tokyo (JPN)","Spring"
"3465",2006-04-18,"69","60","50","50","46","41","88","61","35","30.15","30.10","30.06","6","5","5","20","8","","0.00","0","","194<br />","Tokyo (JPN)","Spring"
"3466",2006-04-19,"68","62","57","57","53","45","88","70","52","30.15","30.06","29.89","6","6","4","20","9","","0.00","3","","190<br />","Tokyo (JPN)","Spring"
"3467",2006-04-20,"66","58","51","63","53","32","100","76","32","29.89","29.50","29.27","6","5","1","33","18","45","0.00","4","Rain","189<br />","Tokyo (JPN)","Spring"
"3468",2006-04-21,"60","55","50","46","40","28","77","60","31","29.62","29.45","29.36","6","6","6","20","11","","0.00","4","Rain-Thunderstorm","37<br />","Tokyo (JPN)","Spring"
"3469",2006-04-22,"62","54","46","48","37","30","77","51","34","29.80","29.73","29.62","6","6","6","20","12","","0.00","1","","240<br />","Tokyo (JPN)","Spring"
"3470",2006-04-23,"59","55","51","55","51","46","100","82","67","29.80","29.75","29.65","6","5","2","12","7","","0.00","6","Rain","44<br />","Tokyo (JPN)","Spring"
"3471",2006-04-24,"68","62","55","59","55","45","100","86","59","29.68","29.59","29.50","6","4","1","23","9","","0.00","5","Rain","80<br />","Tokyo (JPN)","Spring"
"3472",2006-04-25,"57","52","48","46","42","30","87","68","44","29.92","29.74","29.65","6","6","2","22","14","","0.00","5","Rain-Thunderstorm","42<br />","Tokyo (JPN)","Spring"
"3473",2006-04-26,"62","54","46","50","40","30","77","58","42","30.01","29.93","29.89","6","6","6","13","7","","0.00","3","","177<br />","Tokyo (JPN)","Spring"
"3474",2006-04-27,"59","56","53","52","50","46","88","81","67","29.89","29.79","29.71","6","5","2","15","8","","0.00","6","Rain","17<br />","Tokyo (JPN)","Spring"
"3475",2006-04-28,"66","58","50","50","45","28","94","63","24","29.92","29.84","29.77","6","6","3","20","11","","0.00","2","Rain","74<br />","Tokyo (JPN)","Spring"
"3476",2006-04-29,"66","62","57","57","53","45","94","78","55","29.92","29.86","29.80","6","6","2","21","9","","0.00","5","Rain","174<br />","Tokyo (JPN)","Spring"
"3477",2006-04-30,"69","63","57","59","56","52","94","77","56","29.80","29.72","29.65","6","5","2","25","11","36","0.00","3","","160<br />","Tokyo (JPN)","Spring"
"3478",2006-05-01,"77","72","66","63","59","55","83","63","50","29.65","29.57","29.50","6","6","5","28","17","39","0.00","1","","203<br />","Tokyo (JPN)","Spring"
"3479",2006-05-02,"69","61","53","63","55","46","94","84","72","29.86","29.67","29.59","6","4","1","24","14","37","0.00","6","Rain-Thunderstorm","29<br />","Tokyo (JPN)","Spring"
"3480",2006-05-03,"62","55","48","48","44","39","82","66","45","30.15","30.04","29.89","6","6","6","18","15","","0.00","1","","92<br />","Tokyo (JPN)","Spring"
"3481",2006-05-04,"66","58","51","54","50","46","88","67","52","30.21","30.16","30.12","6","6","6","23","12","32","0.00","3","","187<br />","Tokyo (JPN)","Spring"
"3482",2006-05-05,"73","66","60","57","55","54","82","65","53","30.18","30.09","30.01","6","6","6","28","17","38","0.00","1","","202<br />","Tokyo (JPN)","Spring"
"3483",2006-05-06,"71","66","62","57","54","52","77","62","50","30.06","30.01","29.95","6","6","6","30","19","41","0.00","1","","204<br />","Tokyo (JPN)","Spring"
"3484",2006-05-07,"68","65","62","63","60","54","100","83","64","29.98","29.94","29.89","6","6","4","24","18","36","0.00","6","Rain","196<br />","Tokyo (JPN)","Spring"
"3485",2006-05-08,"68","60","53","64","59","52","100","93","88","30.21","30.04","29.92","6","4","1","21","14","","0.00","6","Rain","64<br />","Tokyo (JPN)","Spring"
"3486",2006-05-09,"66","60","53","59","55","52","100","89","73","30.24","30.18","30.12","6","4","1","16","9","","0.00","6","","66<br />","Tokyo (JPN)","Spring"
"3487",2006-05-10,"69","64","59","66","61","57","100","91","83","30.21","30.10","29.95","6","3","1","22","8","32","0.00","5","Rain","132<br />","Tokyo (JPN)","Spring"
"3488",2006-05-11,"71","68","64","68","65","55","94","88","73","30.06","29.91","29.86","6","6","4","24","17","36","0.00","6","Rain","200<br />","Tokyo (JPN)","Spring"
"3489",2006-05-12,"66","62","59","57","45","39","82","56","40","30.27","30.19","30.06","6","6","6","21","15","","0.00","6","","80<br />","Tokyo (JPN)","Spring"
"3490",2006-05-13,"60","56","51","54","50","45","100","83","59","30.15","29.97","29.74","6","4","1","18","12","","0.00","6","Rain","2<br />","Tokyo (JPN)","Spring"
